dataset;project;plot;year;fromdaynr;todaynr;meandaynr;E;N;elevation;biomass;biomass_adj;Canopy;Habitat;Tmean;Psum;Pmean;Tmean_anomaly_april_current;Psum_anomaly_april_current;Tmean_anomaly_april_prev;Psum_anomaly_april_prev;Tmean_anomaly_winter;Psum_anomaly_winter;Tmean_anomaly_meandaynr_prev;Psum_anomaly_meandaynr_prev;Warm_spell;Cold_spell;Wet_spell;Dry_spell;Warm_spell_april_current;Cold_spell_april_current;Wet_spell_april_current;Dry_spell_april_current;Warm_spell_april_prev;Cold_spell_april_prev;Wet_spell_april_prev;Dry_spell_april_prev;Warm_spell_winter;Cold_spell_winter;Wet_spell_winter;Dry_spell_winter;Warm_spell_meandaynr_prev;Cold_spell_meandaynr_prev;Wet_spell_meandaynr_prev;Dry_spell_meandaynr_prev;nHerbs;nTrees;Light;ellenTemperature;Arableland;Forest;Grassland;Water;fyear
validation;Landklif;6234_2_F;2019;133;148;140;11,480165;49,759616;474;31,48;43,72222222;0;forest;11,74990247;39,40000059;2,462500037;0,864722203;-13,95000021;4,007055466;-22,45000033;1,183912861;6,431333429;3,165064445;-32,54666715;0;1;1;3;2;1;1;5;4,273190595;0,225210501;0,904255507;5,649597064;3;1;3;9;4,214118403;0,125731691;0,79441936;5,848048634;0;0;0;0;0;0;0;0;2019
validation;Landklif;6234_2_F;2019;148;163;155;11,480165;49,759616;474;54,6;75,83333333;0;forest;16,93427736;11,40000017;0,712500011;0,864722203;-13,95000021;4,007055466;-22,45000033;1,183912861;6,431333429;1,471844412;-22,91666701;1;0;0;4;2;1;1;5;4,273190595;0,225210501;0,904255507;5,649597064;3;1;3;9;2,530807341;0,987501832;1,743782013;5,640559986;0;0;0;0;0;0;0;0;2019
validation;Landklif;6234_2_F;2019;163;179;171;11,480165;49,759616;474;92,4;128,3333333;0;forest;20,50824786;27,50000041;1,617647083;0,864722203;-13,95000021;4,007055466;-22,45000033;1,183912861;6,431333429;1,471844412;-22,91666701;3;0;0;3;2;1;1;5;4,273190595;0,225210501;0,904255507;5,649597064;3;1;3;9;2,530807341;0,987501832;1,743782013;5,640559986;0;0;0;0;0;0;0;0;2019
validation;Landklif;6234_2_F;2019;179;194;186;11,480165;49,759616;474;113,07;157,0416667;0;forest;17,98990233;30,60000046;1,912500028;0,864722203;-13,95000021;4,007055466;-22,45000033;1,183912861;6,431333429;2,004784901;-46,9100007;1;1;1;4;2;1;1;5;4,273190595;0,225210501;0,904255507;5,649597064;3;1;3;9;2,529616859;0,414407869;0,840324274;6,109325066;0;0;0;0;0;0;0;0;2019
validation;Landklif;6234_2_F;2019;194;207;200;11,480165;49,759616;474;62,51;86,81944444;0;forest;20,57677727;7,300000109;0,521428579;0,864722203;-13,95000021;4,007055466;-22,45000033;1,183912861;6,431333429;2,004784901;-46,9100007;2;0;0;5;2;1;1;5;4,273190595;0,225210501;0,904255507;5,649597064;3;1;3;9;2,529616859;0,414407869;0,840324274;6,109325066;0;0;0;0;0;0;0;0;2019
validation;Landklif;6234_2_F;2019;207;224;215;11,480165;49,759616;474;60,93;84,625;0;forest;19,17288842;44,50000066;2,472222259;0,864722203;-13,95000021;4,007055466;-22,45000033;1,183912861;6,431333429;2,782311766;-48,80333406;0;0;1;4;2;1;1;5;4,273190595;0,225210501;0,904255507;5,649597064;3;1;3;9;3,317158643;0,514279443;0,453953692;6,569509853;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;104;119;111;11,027121;49,414153;323;113,29;157,3472222;0;forest;12,53654132;20,3000003;1,268750019;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;3,939011023;-13,06666686;2;0;1;3;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;4,298352951;0,229838501;0,852993593;6,548008591;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;119;134;126;11,027121;49,414153;323;60,68;84,27777778;0;forest;8,744041404;31,40000047;1,962500029;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;2,949774128;21,17666698;0;3;1;3;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;3,865458835;0,216048713;2,672617835;6,408253735;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;134;148;141;11,027121;49,414153;323;50,36;69,94444444;0;forest;12,80399965;52,80000079;3,520000052;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;2,949774128;21,17666698;0;2;2;3;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;3,865458835;0,216048713;2,672617835;6,408253735;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;148;162;155;11,027121;49,414153;323;59,75;82,98611111;0;forest;17,99799953;6,400000095;0,426666673;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;1,324188859;-25,09000037;1;0;0;5;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;2,579453724;1,170123804;1,462042742;6,471885962;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;162;176;169;11,027121;49,414153;323;63,7;88,47222222;0;forest;20,36333281;37,80000056;2,520000038;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;1,324188859;-25,09000037;2;0;1;3;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;2,579453724;1,170123804;1,462042742;6,471885962;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;176;193;184;11,027121;49,414153;323;127,71;177,375;0;forest;20,55411058;30,10000045;1,672222247;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;1,654623619;-33,01666716;2;0;1;5;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;2,089078781;0,427481086;1,04492712;6,988254061;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;193;210;201;11,027121;49,414153;323;77,2;107,2222222;0;forest;21,36077723;35,80000053;1,988888919;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;1,654623619;-33,01666716;2;0;1;5;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;2,089078781;0,427481086;1,04492712;6,988254061;0;0;0;0;0;0;0;0;2019
validation;Landklif;6532_3_F;2019;210;224;217;11,027121;49,414153;323;27,77;38,56944444;0;forest;19,63533283;65,70000098;4,380000065;1,132344419;-10,56666682;3,939011023;-13,06666686;1,159067681;5,662000084;2,441720376;-59,68000089;0;0;2;2;2;1;0;6;4,298352951;0,229838501;0,852993593;6,548008591;3;1;3;11;3,075714817;0,571123218;0;7,676412094;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;103;119;111;11,320103;49,41096;410;25,55;35,48611111;0;forest;10,90121026;26,8000004;1,576470612;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;3,843122136;-27,73333375;2;1;1;3;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;4,369766237;0,25440649;0,513671157;6,083038413;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;119;134;126;11,320103;49,41096;410;16,04;22,27777778;0;forest;7,905622092;27,40000041;1,712500026;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;3,137817134;-28,17666709;0;3;0;3;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;3,94992249;0,158285708;1,004382011;6,436593051;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;134;148;141;11,320103;49,41096;410;23,88;33,16666667;0;forest;12,046622;67,200001;4,480000067;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;3,137817134;-28,17666709;0;1;2;3;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;3,94992249;0,158285708;1,004382011;6,436593051;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;148;162;155;11,320103;49,41096;410;26,19;36,375;0;forest;17,25062188;3,900000058;0,260000004;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;1,15265553;-28,57000043;1;0;0;5;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;2,286374379;1,265998759;1,529394062;6,084408684;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;162;176;169;11,320103;49,41096;410;88,1;122,3611111;0;forest;19,51662183;41,90000062;2,793333375;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;1,15265553;-28,57000043;2;0;1;3;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;2,286374379;1,265998759;1,529394062;6,084408684;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;176;193;184;11,320103;49,41096;410;34,83;48,375;0;forest;19,54562183;41,60000062;2,311111146;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;1,661042974;-51,79666744;2;0;1;5;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;2,372582548;0,486178288;0,728115552;6,635302426;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;193;210;201;11,320103;49,41096;410;44,89;62,34722222;0;forest;20,2845107;57,10000085;3,172222269;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;1,661042974;-51,79666744;2;0;2;4;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;2,372582548;0,486178288;0,728115552;6,635302426;0;0;0;0;0;0;0;0;2019
validation;Landklif;6533_4_F;2019;210;224;217;11,320103;49,41096;410;43,84;60,88888889;0;forest;18,62795519;60,00000089;4,00000006;1,005788866;-15,23333356;3,843122136;-27,73333375;1,076752287;7,542000112;2,429989193;-60,85000091;0;0;2;2;2;1;0;5;4,369766237;0,25440649;0,513671157;6,083038413;3;1;3;9;2,948610145;0,565676987;0,13885391;7,285207346;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;115;122;118;11,36605;49,04959;506;16,21;22,51388889;0;forest;9,270827525;16,70000025;2,087500031;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;4,071033242;-30,18000045;0;1;0;2;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;4,54948948;0,190340789;0,191130566;6,804243617;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;122;137;129;11,36605;49,04959;506;27,43;38,09722222;0;forest;7,922702555;14,30000021;0,893750013;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;3,026666599;-17,93666693;0;3;0;4;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;4,013789248;0,118490521;1,469748403;6,297731745;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;137;148;142;11,36605;49,04959;506;31,06;43,13888889;0;forest;13,18957744;69,00000103;5,750000086;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;3,026666599;-17,93666693;0;0;3;3;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;4,013789248;0,118490521;1,469748403;6,297731745;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;148;164;156;11,36605;49,04959;506;59,86;83,13888889;0;forest;16,84516559;2,800000042;0,164705885;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;1,103411086;15,3666669;1;0;0;5;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;2,408964746;1,32366619;3,128436449;6,482656452;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;164;179;171;11,36605;49,04959;506;97,7;135,6944444;0;forest;20,35082728;41,50000062;2,593750039;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;1,103411086;15,3666669;3;0;1;3;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;2,408964746;1,32366619;3,128436449;6,482656452;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;179;196;187;11,36605;49,04959;506;97;134,7222222;0;forest;18,26957732;17,00000025;0,944444459;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;1,342032228;3,570000053;1;1;0;4;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;2,098835906;0,464863764;2,733205449;6,193163891;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;196;212;204;11,36605;49,04959;506;70,98;98,58333333;0;forest;21,05575373;35,30000053;2,076470619;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;1,342032228;3,570000053;3;0;1;5;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;2,098835906;0,464863764;2,733205449;6,193163891;0;0;0;0;0;0;0;0;2019
validation;Landklif;6934_1_F;2019;212;225;218;11,36605;49,04959;506;24,01;33,34722222;0;forest;18,31386304;66,50000099;4,750000071;0,839366648;-24,68000037;4,071033242;-30,18000045;1,197003731;7,291333442;2,203763392;-33,4000005;0;0;2;2;2;1;0;6;4,54948948;0,190340789;0,191130566;6,804243617;3;1;4;9;2,777864981;0,676286801;1,119322148;7,060989042;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;100;122;111;11,78501;48,94322;511;20,15;27,98611111;0;forest;10,29667611;19,00000028;0,826086969;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;4,201255462;-23,14000034;1;1;0;6;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;4,343084485;0,18873242;0,430831269;6,452391236;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;122;135;128;11,78501;48,94322;511;6,6;9,166666667;0;forest;8,024968091;18,10000027;1,292857162;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;3,061999932;22,52000034;0;3;0;4;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;4,028232711;0,10455822;3,226520422;5,556444819;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;135;148;141;11,78501;48,94322;511;13,89;19,29166667;0;forest;12,54068228;55,00000082;3,928571487;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;3,061999932;22,52000034;0;1;2;3;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;4,028232711;0,10455822;3,226520422;5,556444819;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;148;163;155;11,78501;48,94322;511;41,2;57,22222222;0;forest;17,31211074;2,600000039;0,162500002;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;1,295155527;-6,760000101;1;0;0;5;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;2,438942728;1,192251227;2,845084522;7,091709208;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;163;177;170;11,78501;48,94322;511;86,7;120,4166667;0;forest;20,13311068;39,50000059;2,633333373;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;1,295155527;-6,760000101;2;0;1;3;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;2,438942728;1,192251227;2,845084522;7,091709208;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;177;193;185;11,78501;48,94322;511;92,73;128,7916667;0;forest;19,81946363;23,30000035;1,370588256;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;1,489956956;-47,48333404;2;0;0;4;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;2,166280377;0,500523313;0,482613919;5,773458331;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;193;210;201;11,78501;48,94322;511;85,89;119,2916667;0;forest;20,62099956;21,80000032;1,211111129;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;1,489956956;-47,48333404;2;0;0;5;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;2,166280377;0,500523313;0,482613919;5,773458331;0;0;0;0;0;0;0;0;2019
validation;Landklif;7036_4_F;2019;210;224;217;11,78501;48,94322;511;31,72;44,05555556;0;forest;18,88244404;61,40000091;4,093333394;1,155588863;-21,94000033;4,201255462;-23,14000034;1,336832518;8,74600013;2,403139731;-1,34000002;0;0;1;2;2;1;0;6;4,343084485;0,18873242;0,430831269;6,452391236;3;0;4;11;2,953782974;0,671978911;2,177624735;6,730799846;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;100;121;110;13,362636;48,778243;536;20,71;28,76388889;0;forest;10,00614522;18,30000027;0,831818194;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;4,377155458;-34,89666719;1;1;0;5;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;4,259158682;0,166634054;0,374333302;6,643305936;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;121;137;129;13,362636;48,778243;536;11,07;15,375;0;forest;7,989246872;45,70000068;2,688235334;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;3,314042937;10,11333348;0;3;1;3;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;4,238467166;0,148130384;2,244102669;4,429816084;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;137;148;142;13,362636;48,778243;536;38,72;53,77777778;0;forest;13,29576636;60,1000009;5,008333408;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;3,314042937;10,11333348;0;0;1;2;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;4,238467166;0,148130384;2,244102669;4,429816084;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;148;162;155;13,362636;48,778243;536;61,83;85,875;0;forest;17,09893294;32,20000048;2,146666699;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;1,355511081;22,73666701;1;0;0;4;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;2,495854371;1,175424203;3,437992565;6,108016067;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;162;176;169;13,362636;48,778243;536;78,4;108,8888889;0;forest;20,26559954;29,90000045;1,993333363;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;1,355511081;22,73666701;3;0;1;5;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;2,495854371;1,175424203;3,437992565;6,108016067;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;176;193;184;13,362636;48,778243;536;85,91;119,3194444;0;forest;19,43715511;49,00000073;2,722222263;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;1,002419332;-52,65333412;3;0;1;4;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;1,795985366;0,500172314;1,055826213;6,319221222;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;193;210;201;13,362636;48,778243;536;69,25;96,18055556;0;forest;19,61048844;62,20000093;3,455555607;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;1,002419332;-52,65333412;2;0;1;4;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;1,795985366;0,500172314;1,055826213;6,319221222;0;0;0;0;0;0;0;0;2019
validation;Landklif;7246_1_F;2019;210;225;217;13,362636;48,778243;536;47,24;65,61111111;0;forest;18,20159959;54,90000082;3,431250051;1,639488852;-33,99666717;4,377155458;-34,89666719;1,189886993;27,05666707;2,467634353;-28,69333376;0;0;0;3;2;0;0;6;4,259158682;0,166634054;0,374333302;6,643305936;3;0;4;9;3,163275855;0,630641115;1,096316593;6,755616142;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;101;123;112;11,01877;48,64169;485;20,38;28,30555556;0;forest;10,11435925;15,00000022;0,652173923;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;3,85796658;-34,99333385;1;1;0;6;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;4,448720211;0,175331191;0,125963872;7,289384747;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;123;136;129;11,01877;48,64169;485;21,46;29,80555556;0;forest;7,750818934;23,60000035;1,685714311;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;2,758569831;35,05333386;0;3;0;3;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;3,95216337;0,132577631;3,117766926;5,888183284;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;136;149;142;11,01877;48,64169;485;25,56;35,5;0;forest;12,87367596;58,50000087;4,178571491;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;2,758569831;35,05333386;0;1;2;4;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;3,95216337;0,132577631;3,117766926;5,888183284;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;149;166;157;11,01877;48,64169;485;65,36;90,77777778;0;forest;17,39264412;29,10000043;1,616666691;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;1,056288865;-28,08666709;1;0;0;5;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;2,390778095;1,324193844;1,468051957;6,218956001;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;166;179;172;11,01877;48,64169;485;99,2;137,7777778;0;forest;20,56081865;75,30000112;5,378571509;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;1,056288865;-28,08666709;2;0;2;3;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;2,390778095;1,324193844;1,468051957;6,218956001;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;179;196;187;11,01877;48,64169;485;89,38;124,1388889;0;forest;18,04986632;47,3000007;2,627777817;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;1,244602123;-6,826666768;1;1;1;4;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;1,957815175;0,514994051;2,166599968;5,879685079;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;196;211;203;11,01877;48,64169;485;123,55;171,5972222;0;forest;21,08090792;24,10000036;1,506250022;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;1,244602123;-6,826666768;2;0;0;5;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;1,957815175;0,514994051;2,166599968;5,879685079;0;0;0;0;0;0;0;0;2019
validation;Landklif;7332_3_F;2019;211;226;218;11,01877;48,64169;485;70,55;97,98611111;0;forest;18,28465798;48,80000073;3,050000045;0,957633312;-29,89333378;3,85796658;-34,99333385;1,191428784;-2,2286667;2,166645113;-60,5300009;0;1;1;2;2;1;0;6;4,448720211;0,175331191;0,125963872;7,289384747;3;0;3;11;3,112034919;0,738362625;0,119220548;7,187659679;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;100;123;111;11,84649789;48,57946082;498;24,12;33,5;0;forest;10,24734423;16,50000025;0,68750001;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;4,084688798;-31,3933338;1;1;0;5;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;4,491456577;0,148040882;0,217784343;6,345083017;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;123;136;129;11,84649789;48,57946082;498;3,6;5;0;forest;7,732225243;19,8000003;1,414285735;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;2,903709613;-6,626666765;0;3;0;3;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;3,853196397;0,107025167;1,875436606;5,621932449;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;136;149;142;11,84649789;48,57946082;498;14,37;19,95833333;0;forest;12,68793942;80,8000012;5,771428657;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;2,903709613;-6,626666765;0;1;3;3;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;3,853196397;0,107025167;1,875436606;5,621932449;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;149;163;156;11,84649789;48,57946082;498;26;36,11111111;0;forest;17,22417741;23,30000035;1,553333356;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;0,95231109;14,22333355;1;0;0;4;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;2,113986809;1,334119954;3,963863406;6,740210982;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;163;178;170;11,84649789;48,57946082;498;46,4;64,44444444;0;forest;20,04463568;36,50000054;2,281250034;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;0,95231109;14,22333355;2;0;1;4;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;2,113986809;1,334119954;3,963863406;6,740210982;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;178;197;187;11,84649789;48,57946082;498;57,12;79,33333333;0;forest;18,12551072;23,00000034;1,150000017;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;0,834333315;-38,04000057;1;1;0;5;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;1,694015807;0,630363762;0,915393193;5,609493848;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;197;210;203;11,84649789;48,57946082;498;52,03;72,26388889;0;forest;21,2743678;12,80000019;0,914285728;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;0,834333315;-38,04000057;2;0;0;5;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;1,694015807;0,630363762;0,915393193;5,609493848;0;0;0;0;0;0;0;0;2019
validation;Landklif;7437_1_F;2019;210;225;217;11,84649789;48,57946082;498;25;34,72222222;0;forest;18,59838571;39,00000058;2,437500036;1,12835553;-28,19333375;4,084688798;-31,3933338;1,171150789;2,660666706;2,080967695;-16,49666691;0;0;0;3;2;1;0;6;4,491456577;0,148040882;0,217784343;6,345083017;3;0;4;12;2,916861772;0,762016643;1,651531022;6,787701207;0;0;0;0;0;0;0;0;2019
validation;Landklif;7446_1_F;2019;102;120;111;13,124446;48,488097;468;11;15,27777778;0;forest;10,77704064;20,80000031;1,094736858;1,276699971;-25,15333371;4,119366575;-31,3533338;1,323433241;6,7340001;4,119366575;-31,3533338;1;0;0;4;2;0;0;6;4,399288602;0,123107587;0,34864906;6,831469844;3;0;4;10;4,399288602;0,123107587;0,34864906;6,831469844;0;0;0;0;0;0;0;0;2019
validation;Landklif;7446_1_F;2019;120;136;128;13,124446;48,488097;468;26,52;36,83333333;0;forest;8,455306948;53,6000008;3,152941223;1,276699971;-25,15333371;4,119366575;-31,3533338;1,323433241;6,7340001;3,07419348;-55,29333416;0;3;1;2;2;0;0;6;4,399288602;0,123107587;0,34864906;6,831469844;3;0;4;10;4,083913379;0,121904879;0,608565652;5,76181706;0;0;0;0;0;0;0;0;2019
